CUTOFF,POOL,LOANID,LIEN,ORIG BAL,CURR BAL,FOREBEAR_BAL,SRBAL,JRBAL,APPR VAL,PURCH PX,BPO DATE,BPO,BPO QS,BPO AGE,LTV(T),LTV(a),CLTV,SS FLAG,ORIG RATE,RATE,ORIG PMT,CURR PMT,ORIG DATE,FIRST DUE,PAID TO DATE,NEXT DUE,MAT DATE,OTERM,AGE,RTERM,ATERM,BALL FLAG,IO TERM,IO RTERM,IO FLAG,STATE,ZIP,CBSA,CBSA NAME,MARGIN,ARM_FLAG,FIRST_CAP,PERIODIC_CAP,LIFE_CAP,MAX_RATE,FLOOR_RATE,FIRST_RATE_CHANGE_DATE,FIRST_PI_CHANGE_DATE,MONTHS_TO_FIRST_ROL,NEXT_PI_CHG_DATE,ROLL_FREQ,ARM_LOOKBACK,PRODTYPE,LOAN_PURP,PROPTYPE,DOCTYPE,OCC,BK_FLAG,BK_TYPE,BK_DATE,FC_FLAG,FC_DATE,REO_FLAG,MOD_FLAG,MOD_AGE,STEP_RATE_LOAN,ORIG_FICO,CURR_FICO,CURR_FICO_DATE,BACK_RATIO,DQ,INDEX,PMTS1,PMTS3,PMTS6,PMTS12,MSLP,PAYSTRING,MI_PCT,MI_FLAG,MI_COMPANY,ESCROW_ADV,CORP_ADV,DQ_INT,STEP_DT_1,STEP_DT_2,STEP_DT_3,STEP_DT_4,STEP_DT_5,STEP_DT_6,STEP_DT_7,STEP_DT_8,STEP_DT_9,STEP_DT_10,STEP_RT_1,STEP_RT_2,STEP_RT_3,STEP_RT_4,STEP_RT_5,STEP_RT_6,STEP_RT_7,STEP_RT_8,STEP_RT_9,STEP_RT_10,PAL_BUCKET,RENTAL,RENTAL RATE,ALREADY RENTED?,TIME RENTED,FC STATUS,MAX FC DATE,MAX FC STAGE,TIME IN FC,TIME IN CURRENT STAGE,FC CREDIT,ACTIVE LOSS MIT,LOCATION,PAYHISTORY BUCKET,LISTED,PRA
08/31/2017,BAML $250MM Mixed - 2017.10,870306263,1,96324,81598.29,0,0,0,102000,101394,09/25/2017,135000,128250,0,60.44317778,60.44317778,60.44317778,N,0,6.625,617,616.78,08/15/2007,10/01/2007,08/01/2017,09/01/2017,09/01/2037,360,119,241,360,N,0,0,N,KS,67147,48620,Wichita KS,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,636,595,08/23/2017,,Current,,,3,6,12,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000,0,Y,,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 6 -PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Rural,6M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870309088,1,151000,118241.62,0,0,0,170000,159000,09/24/2017,153000,145350,0,77.28210458,77.28210458,77.28210458,N,0,2,954.43,412.5599976,11/15/2002,01/01/2003,08/01/2017,09/01/2017,02/01/2050,566,176,390,566,N,0,0,N,ME,4981,,,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Unknown,Owner Occupied,N,0,,N,,N,Y,7,1,709,712,11/23/2015,,Current,,,3,6,9,0,00000000000000000000000000000000000000000000000000000000000000000000000001201000000000000000000000000000000000000000000000000123456600000000,0,N,,0,475,0,01/01/2022,01/01/2023,01/01/2024,,,,,,,,3,4,4.375,0,0,0,0,0,0,0,Pristine 6 -PER_T2_L,0,0,,0,Inactive,,,0,0,0,0,Rural,6M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870312181,1,115840,100395.24,0,0,28960,145000,144800,09/23/2017,231000,219450,0,43.46114286,43.46114286,55.99793939,Y,0,7.375,800,800.08,08/10/2007,10/01/2007,08/01/2017,09/01/2017,09/01/2037,360,119,241,360,N,0,0,N,TX,76009,19100,Dallas-Fort Worth-Arlington TX,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,634,504,03/02/2017,,Current,,,3,6,12,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,N,,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Rural,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870313730,1,359000,358514.09,0,0,100000,820000,0,09/25/2017,840000,798000,0,42.68024881,42.68024881,54.58501071,Y,0,4.75,1682.81,1670.98,04/20/2007,06/01/2007,08/01/2017,09/01/2017,07/01/2057,602,123,479,602,N,122,0,N,CA,95073,42100,Santa Cruz-Watsonville CA,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,1,0,759,472,08/24/2017,,Current,,,3,6,12,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,N,,0,535,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Suburban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870324404,1,284000,276030.03,0,0,0,355000,0,09/23/2017,316500,300675,0,87.21327962,87.21327962,87.21327962,N,0,2.25,1479.17,1510.290039,04/20/2006,06/01/2006,09/01/2017,10/01/2017,05/01/2036,360,135,225,360,N,120,0,N,CA,90802,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Condo,Full,Owner Occupied,N,0,,N,,N,Y,7,1,710,667,07/22/2016,,Current,,,3,6,9,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000123300000000,0,N,,0,0,0,01/01/2022,01/01/2023,01/01/2024,,,,,,,,3.25,4.25,4.375,0,0,0,0,0,0,0,Pristine 6 -PER_T2_L,0,0,,0,Inactive,,,0,0,0,0,Urban,6M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870335785,1,232000,211130.89,0,0,29000,290000,0,09/24/2017,325000,308750,0,64.96335077,64.96335077,73.88642769,Y,0,3,1232.5,816.2000122,05/07/2007,07/01/2007,08/01/2017,09/01/2017,05/01/2052,539,122,417,539,N,120,0,N,CA,95822,40900,Sacramento--Roseville--Arden-Arcade CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,63,1,682,573,02/20/2017,,Current,,,3,6,12,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,N,,0,175,0,05/01/2017,05/01/2018,05/01/2019,,,,,,,,3,4,4.125,0,0,0,0,0,0,0,Pristine 24-PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Urban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870339696,1,207600,141565.65,0,0,108600,310000,310000,09/24/2017,410000,389500,0,34.52820732,34.52820732,61.0160122,Y,0,3.875,1124,614.08,01/30/2008,03/01/2008,09/01/2017,10/01/2017,02/01/2048,480,114,366,545,Y,0,0,N,CA,91601,31080,Los Angeles-Long Beach-Anaheim CA,0,N,0,0,0,0,0,,,,,0,,FIXED - Balloon,Purchase,Condo,Full,Owner Occupied,N,0,,N,,N,Y,48,0,670,680,08/23/2017,,Current,,,3,6,12,0,00000000000000000000000000000000000000000000010011122345667889A89A1000000000000000000000000000000000000000000000000,0,N,,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T1_L,0,0,,0,Inactive,,,0,0,0,0,Suburban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870602447,1,94500,87998.12,0,0,0,105000,105000,09/23/2017,65000,61750,0,135.3817231,135.3817231,135.3817231,N,0,4.375,629,388.56,11/10/2006,01/01/2007,08/01/2017,09/01/2017,08/01/2057,608,128,480,608,N,0,0,N,FL,32505,37860,Pensacola-Ferry Pass-Brent FL,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,0,0,672,590,08/23/2017,,Current,,,3,4,9,0,000000000000000000000000101223344556777777878778000000111000000000000000000000000000000000000000000000000000000000000000011123330,25,Y,UGI,0,125,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -SUB_T1_H,0,0,,0,Inactive,,,0,0,0,0,Suburban,60+ Last 6,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870632678,1,301600,124309.56,0,0,0,318000,318000,09/23/2017,215000,204250,0,57.8184,57.8184,57.8184,N,0,2,1784,420.3,05/01/2007,07/01/2007,07/01/2017,08/01/2017,07/01/2051,529,122,407,529,N,0,0,N,MD,20785,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,30,0,620,612,08/01/2017,,Current,,,2,6,12,1,00000000120123001231234556789ABCDEEFFFGGHHIIJKJ001100001011111234456001223256789ABCDEFGHIJKK0011234450100011122211222000001,0,N,,0,75,207.1826,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,Urban,30D,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870642047,1,238019,123263.69,0,0,0,325000,0,09/25/2017,236000,224200,0,52.23037712,52.23037712,52.23037712,N,0,7,1584,953.84,07/13/2007,09/01/2007,07/01/2017,08/01/2017,08/01/2037,360,120,240,360,N,0,0,N,AZ,86401,29420,Lake Havasu City-Kingman AZ,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,59,0,675,657,04/23/2012,,Current,,,2,5,11,0,000000000000000000000000123455677889ABCDEFGHIJKLMNOPQRSTUVWWX000000000000000000000000000000000000011000000010100100010121,0,N,,0,30,719.0381917,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -SUB_T1_L,0,0,,0,Inactive,,,0,0,0,0,Rural,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870652947,1,880000,937651.34,0,0,52400,1000000,1000000,09/26/2017,655000,622250,0,143.1528763,143.1528763,151.1528763,Y,0,7.375,6078,6208.05,08/29/2007,10/01/2007,07/01/2017,08/01/2017,05/01/2053,548,119,429,548,N,0,0,N,NV,89131,29820,Las Vegas-Henderson-Paradise NV,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,2,0,670,583,08/23/2017,,Current,,,2,3,7,0,000000000122222345600000111134445434567676780000000000100000001122211212211122222334555550001234566500000001001123445011,25,Y,GE,2237.98,0,5762.64886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -SUB_T2_H,0,0,,0,Inactive,,,0,0,0,0,Urban,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870726828,1,368000,360188.15,0,0,46000,460000,0,09/26/2017,346000,328700,0,104.1006214,104.1006214,117.3954191,Y,0,4,1955,2213.040039,01/05/2007,03/01/2007,07/01/2017,08/01/2017,02/01/2037,360,126,234,360,N,120,0,N,CA,93926,41500,Salinas CA,2.25,Y,5,2,11.375,11.375,2.25,,,,03/01/2018,12,,ARM,Rate Term,Single Family,Stated,Owner Occupied,N,0,,N,,N,N,0,0,738,608,08/01/2017,,Current,LIBOR 1Y,,2,5,11,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011,0,Y,,0,190,1200.627167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -SUB_T1_H,0,0,,0,Inactive,,,0,0,0,0,Rural,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870771171,1,84608,65705.43,0,0,0,95000,87225,09/25/2017,144000,136800,0,45.62877083,45.62877083,45.62877083,N,0,5.75,494,493.75,10/27/2005,12/01/2005,09/01/2017,10/01/2017,11/01/2035,360,141,219,360,N,0,0,N,TX,76148,19100,Dallas-Fort Worth-Arlington TX,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,630,668,08/18/2017,,Current,,,3,6,12,0,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000,0,N,,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T1_L,0,0,,0,Inactive,,,0,0,0,0,Suburban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870784193,1,180000,103928.07,0,0,0,189000,180000,09/24/2017,184900,175655,0,56.20771769,56.20771769,56.20771769,N,0,3.25,1079,445.2999878,08/14/2006,10/01/2006,07/01/2017,08/01/2017,12/01/2048,507,131,376,507,N,0,0,N,MA,1107,44140,Springfield MA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,50,1,611,446,08/26/2017,,Current,,,3,6,12,0,000000000000000100101222334567111111121000001111222222110111101221223456789ABCDDE000000000010000100001000101111211011111111211121231,0,N,,646.44,120,281.4718563,06/01/2018,,,,,,,,,,3.375,0,0,0,0,0,0,0,0,0,Spotty     -PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Urban,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870836594,1,380000,152283.67,0,0,0,381000,380000,09/25/2017,255000,242250,0,59.71908627,59.71908627,59.71908627,N,0,2,2058.33,541.48,04/19/2007,06/01/2007,08/01/2017,09/01/2017,04/01/2049,503,123,380,503,N,0,0,N,NJ,7644,35620,New York-Newark-Jersey City NY-NJ-PA,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Condo,Full,Owner Occupied,N,0,,N,,N,Y,30,0,773,696,08/09/2017,,Current,,,3,6,12,0,000000000000000000110000000000000000000011234566789ABCDEFGHIJKLMNOOPPQRSTUVWXYZZZZZZZZZZZZZZZ0000000000000000000000000000000,0,N,,0,410,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T1_L,0,0,,0,Inactive,,,0,0,0,0,Urban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870918244,1,286100,246861.67,0,0,0,360000,315000,09/25/2017,339000,322050,0,72.82055162,72.82055162,72.82055162,N,0,2,1785,907.4799805,09/07/2006,11/01/2006,08/01/2017,09/01/2017,08/01/2048,502,130,372,502,N,0,0,N,NYD,11691,35620,New York-Newark-Jersey City NY-NJ-PA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,50,1,645,683,08/28/2017,,Current,,,3,6,12,0,0000000000000000000000000000000000000000123110000000012222222222223444566678999A000000000000000000000000000000000000000000000000000,0,N,,333.68,9713.5,0,05/01/2018,05/01/2019,,,,,,,,,3,3.375,0,0,0,0,0,0,0,0,Pristine 24-PER_T1_L,0,0,,0,Inactive,,,0,0,0,0,Urban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870936616,1,245400,263949.66,0,0,30000,410200,0,09/24/2017,398000,378100,0,66.31901005,66.31901005,73.85669849,Y,0,4.125,1393,1165.790039,08/26/2005,10/01/2005,08/01/2017,09/01/2017,09/01/2035,360,143,217,582,Y,0,0,N,CA,94547,41860,San Francisco-Oakland-Hayward CA,0,N,0,0,0,0,0,,,,,0,,FIXED - Balloon - StepRate,Rate Term,Condo,Limited,Owner Occupied,N,0,,N,,N,Y,41,1,691,504,12/21/2010,,Current,,,3,6,12,0,0000000000000000000000000000000000111110000000000000123456789ABCDEEEEFGHIJKLMNOPQRSTUVWXYZZZZZZZZZ000000000000000001012222222222211111100000,0,N,,0,0,0,03/01/2018,,,,,,,,,,4.375,0,0,0,0,0,0,0,0,0,Spotty     -PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Urban,30 Only Last 6,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,870970104,1,322500,272176.71,0,0,0,415000,412500,09/25/2017,236000,224200,0,115.3291144,115.3291144,115.3291144,N,0,3,1578.91,1018.109985,08/04/2006,10/01/2006,08/01/2017,09/01/2017,06/01/2054,573,131,442,573,N,93,0,N,CA,95667,40900,Sacramento--Roseville--Arden-Arcade CA,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,38,1,701,706,08/23/2017,,Current,,,3,6,12,0,000000000000000000000000000000000000000000000000000000000000000000000001110012233440120123445000000001000001101000000010000000010000,0,N,,289.26,0,0,06/01/2017,06/01/2018,06/01/2019,,,,,,,,3,4,4.125,0,0,0,0,0,0,0,Spotty     -PER_T1_H,0,0,,0,Inactive,,,0,0,0,0,Rural,30 Only Last 6,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871022582,1,188465,149454.99,0,0,0,219000,218468,09/24/2017,240000,228000,0,62.2729125,62.2729125,62.2729125,N,0,4.625,1115,998.5200195,10/17/2006,12/01/2006,07/01/2017,08/01/2017,02/01/2037,363,129,234,363,N,0,0,N,NC,27526,39580,Raleigh NC,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,85,1,498,518,08/26/2017,,Current,,,3,6,12,0,0000000011112222223011112323334456789ABCDCCC11112232321100001000001111122221111012345556782100000000000000011110111111112222222111,0,N,,0,15,576.0244406,06/01/2017,,,,,,,,,,4.625,0,0,0,0,0,0,0,0,0,Spotty     -PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Rural,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871024401,1,397000,109961.66,0,0,0,430000,417000,09/23/2017,560000,532000,0,19.63601071,19.63601071,19.63601071,N,0,5.625,2285,2285.36,06/18/2007,08/01/2007,07/01/2017,08/01/2017,07/01/2037,360,121,239,360,N,0,0,N,VA,22043,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,660,580,08/24/2017,,Current,,,3,5,12,0,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000101001010121231,0,N,,0,45,515.4452813,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Urban,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871049696,1,353150,330672.44,0,0,100000,1305000,0,08/31/2017,1183052.877,1123900.233,0,27.95077434,27.95077434,36.4034819,Y,0,3.375,2232,1345.630005,03/29/2007,06/01/2007,07/01/2017,08/01/2017,10/01/2052,545,123,422,545,N,0,0,N,CA,93012,37100,Oxnard-Thousand Oaks-Ventura CA,0,N,0,0,0,0,0,,,,,0,,FIXED,Cash Out,Single Family,Limited,Owner Occupied,N,0,,N,,N,Y,43,0,658,629,08/23/2017,,Current,,,3,6,11,0,0000000000000000000000000123456789ABCDEFGHIJKLMNOPQQRRSSTTUVWXYZZZZZZZZZZZZZZZZZ00000000000000000110112111111010111111111111,0,N,,0,30,930.0162375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -PER_T2_L,0,0,,0,Inactive,,,0,0,0,0,Suburban,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871063681,1,238000,210410.01,0,0,0,240000,238000,09/23/2017,262000,248900,0,80.30916412,80.30916412,80.30916412,N,0,3.875,1310,977.3400269,01/14/2008,03/01/2008,08/01/2017,09/01/2017,08/01/2049,498,114,384,498,N,0,0,N,NV,89141,29820,Las Vegas-Henderson-Paradise NV,0,N,0,0,0,0,0,,,,,0,,FIXED - StepRate,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,97,1,0,428,03/16/2017,,Current,,,3,6,12,0,0000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,N,,0,0,0,05/01/2017,,,,,,,,,,3.875,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Urban,24M Pristine,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871080516,1,318000,186919.71,75986.63,0,0,320000,318000,09/26/2017,249000,236550,0,105.5848755,75.06815663,105.5848755,N,0,2,1984,571.5499878,10/10/2006,12/01/2006,08/01/2017,09/01/2017,05/01/2057,606,129,477,606,Y,0,0,N,NJ,7631,35620,New York-Newark-Jersey City NY-NJ-PA,0,N,0,0,0,0,0,,,,,0,,FIXED - Balloon - StepRate,Purchase,Condo,Full,Owner Occupied,N,0,,N,,N,Y,3,1,603,714,08/22/2017,,Current,,,3,5,9,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012230000,0,N,,534.29,830,0,05/01/2017,05/01/2022,05/01/2023,05/01/2024,,,,,,,2,3,4,4.125,0,0,0,0,0,0,Spotty     -PER_T2_H,0,0,,0,Inactive,,,0,0,0,0,Urban,60+ Last 6,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871096030,1,112900,105885.28,0,0,0,113000,112900,09/23/2017,65000,61750,0,162.9004308,162.9004308,162.9004308,N,0,4.25,693.86,519.79,08/31/2007,10/01/2007,07/01/2017,08/01/2017,09/01/2047,480,119,361,480,N,66,0,N,MO,63111,41180,St. Louis MO-IL,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,Y,53,0,576,461,03/20/2017,,Current,,,3,5,11,0,000000000000000000000001100000000001100100000000000000000000000010000000000000000000000000000000000000000000011010011111,0,N,,0,15,375.0103667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -PER_T3_H,0,0,,0,Inactive,,,0,0,0,0,Urban,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871131399,1,406250,334070.76,0,0,0,492000,0,09/25/2017,530000,503500,0,63.03221887,63.03221887,63.03221887,N,0,6.25,2501,2501.36,03/22/2007,05/01/2007,07/01/2017,08/01/2017,04/01/2037,360,124,236,360,N,0,0,N,MA,2125,14460,Boston-Cambridge-Newton MA-NH,0,N,0,0,0,0,0,,,,,0,,FIXED,Rate Term,2-4 Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,678,585,08/14/2017,,Current,,,3,6,12,0,00000000000000000000000000000000000001100000000000001000000000000000000000000000001111111111111111111111111110111221111112311,0,N,,0,185,1739.951875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Spotty     -PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Suburban,30D-MSLP0,N,0
08/31/2017,BAML $250MM Mixed - 2017.10,871140606,1,150000,122380.8,0,0,0,183000,150000,09/26/2017,124900,118655,0,97.98302642,97.98302642,97.98302642,N,0,6.5,948,948.11,10/03/2006,12/01/2006,08/01/2017,09/01/2017,11/01/2036,360,129,231,360,N,0,0,N,NJ,7062,35620,New York-Newark-Jersey City NY-NJ-PA,0,N,0,0,0,0,0,,,,,0,,FIXED,Purchase,Single Family,Full,Owner Occupied,N,0,,N,,N,N,0,0,653,573,04/14/2017,,Current,,,3,6,12,0,0000000000000000000000000000000000000000001122345678343333333333330000000000000000000000000000000000000000000000000000000000000000,0,N,,3792.42,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Pristine 24-PER_T3_L,0,0,,0,Inactive,,,0,0,0,0,Urban,24M Pristine,N,0
